1.01684	5360
1.03789	5896
1.04692	3656
1.04897	3120
1.0507	2616
1.0544	2080
1.05613	1576
1.06272	1072
1.0644	1040
1.06705	1072
1.06705	1340
1.08946	1554
1.11053	1738
1.13159	1903
1.15172	2053
1.17184	2192
1.19196	2323
1.19385	2446
1.21302	2563
1.21491	2675
1.23409	2782
1.23598	2885
1.25516	2984
1.25704	3080
1.27528	3173
1.27716	3263
1.2954	3351
1.29729	3436
1.31746	2144
1.3184	1608
1.33574	1072
1.35681	1340
1.37693	1554
1.398	1738
1.41906	1903
1.43918	2053
1.45931	2192
1.47943	2323
1.48132	2446
1.50049	2563
1.50238	2675
1.52156	2782
1.52345	2885
1.54262	2984
1.54451	3080
1.56275	3173
1.56463	3263
1.58287	3351
1.58476	3436
1.58664	3519
1.60393	3600
1.60582	3679
1.60771	3757
1.625	3833
1.62689	3907
1.62877	3980
1.64512	4052
1.64701	4122
1.6489	4191
1.66524	4259
1.66713	4326
1.66902	4392
1.68536	4457
1.68725	4521
1.68914	4584
1.69103	4646
1.70643	4707
1.70832	4768
1.7102	4828
1.71209	4887
1.72749	4945
1.72938	5003
1.73127	5060
1.73316	5116
1.74762	5172
1.7495	5227
1.75139	5281
1.75328	5335
1.76774	5388
1.76963	5441
1.77151	5493
1.7734	5545
1.78786	5596
1.78975	5647
1.79164	5697
1.79352	5747
1.79541	5796
1.81181	4824
1.81275	4288
1.8137	3752
1.81464	3216
1.81558	2680
1.81653	2144
1.83009	1698
1.83104	1072
1.83287	1340
1.85305	1554
1.87411	1738
1.89518	1903
1.9153	2053
1.93542	2192
1.95554	2323
1.95743	2446
1.97661	2563
1.99772	1608
1.99872	1072
2.01785	1340
2.03802	1554
2.05908	1738
2.08015	1903
2.10027	2053
2.12039	2192
2.14052	2323
2.1424	2446
2.16158	2563
2.20193	1608
2.20287	1072
2.22205	1340
2.24217	1554
2.26324	1738
2.2843	1903
2.30442	2053
2.32454	2192
2.34467	2323
2.34655	2446
2.36649	2563
2.36838	2675
2.38756	2782
2.38945	2885
2.40862	2984
2.41051	3080
2.42875	3173
2.43063	3263
2.44887	3351
2.45076	3436
2.45264	3519
2.46993	3600
2.47182	3679
2.47371	3757
2.491	3833
2.49289	3907
2.49477	3980
2.51112	4052
2.51301	4122
2.5149	4191
2.53124	4259
2.53313	4326
2.53502	4392
2.55136	4457
2.55325	4521
2.55514	4584
2.55703	4646
2.57348	4707
2.57536	4768
2.57725	4828
2.57914	4887
2.59454	4945
2.59643	5003
2.60026	4288
2.6012	3752
2.61471	3216
2.61566	2680
2.6166	2144
2.61755	1657
2.61854	1072
2.62038	1340
2.64055	1554
2.66162	1738
2.68268	1903
2.7028	2053
2.72292	2192
2.74499	1608
2.76327	1072
2.76511	1340
2.78528	1554
2.80635	1738
2.82741	1903
2.84753	2053
2.86765	2192
2.88778	2323
2.88966	2446
2.90884	2563
2.91073	2675
2.92991	2782
2.9318	2885
2.95097	2984
2.95286	3080
2.97109	3173
2.97298	3263
2.9941	2680
2.99504	2144
3.01238	1608
3.01333	1072
3.97298	536
3.9931	1072
3.9931	1340
4.0149	1554
4.03691	1738
4.05798	1903
4.0781	2053
4.09822	2192
4.11834	2323
4.12023	2446
4.14035	2563
4.14224	2675
4.16236	2782
4.16425	2885
4.18348	2984
4.18537	3080
4.2036	3173
4.20549	3263
4.22372	3351
4.22561	3436
4.2275	3519
4.24479	3600
4.24668	3679
4.24856	3757
4.26585	3833
4.26774	3907
4.26963	3980
4.28597	4052
4.28786	4122
4.28975	4191
4.3061	4259
4.30798	4326
4.30987	4392
4.32622	4457
4.32811	4521
4.32999	4584
4.33188	4646
4.34728	4707
4.34917	4768
4.3694	3752
4.37034	3216
4.37228	1608
4.37322	1072
4.40969	1340
4.42981	1554
4.45088	1738
4.47194	1903
4.49206	2053
4.51219	2192
4.53231	2323
4.5342	2446
4.55337	2563
4.55526	2675
4.57538	2782
4.57727	2885
4.59645	2984
4.59834	3080
4.61657	3173
4.61846	3263
4.63669	3351
4.63858	3436
4.64047	3519
4.65786	3600
4.65975	3679
4.66164	3757
4.67892	3833
4.68081	3907
4.6827	3980
4.69905	4052
4.70093	4122
4.70282	4191
4.71917	4259
4.72106	4326
4.72294	4392
4.73929	4457
4.74118	4521
4.74307	4584
4.74495	4646
4.7613	4707
4.76319	4768
4.76508	4828
4.76696	4887
4.78331	4945
4.7852	5003
4.78708	5060
4.78897	5116
4.80537	4288
4.80631	3752
4.80726	3216
4.8082	2680
4.80915	2144
4.81009	1657
4.82365	1072
4.82549	1340
4.84566	1554
4.86757	1738
4.88864	1903
4.90876	2053
4.92888	2192
4.949	2323
4.95089	2446
4.97101	2563
4.97384	2675
4.99302	2782
4.99491	2885
5.01409	2984
5.01597	3080
5.03421	3173
5.0361	3263
5.05433	3351
5.05622	3436
5.05811	3519
5.07634	3600
5.07823	3679
5.08012	3757
5.0974	3833
5.09929	3907
5.10118	3980
5.11753	4052
5.11941	4122
5.1213	4191
5.13765	4259
5.13954	4326
5.14142	4392
5.15777	4457
5.15966	4521
5.16155	4584
5.16343	4646
5.17884	4707
5.18072	4768
5.18261	4828
5.1845	4887
5.1999	4945
5.20179	5003
5.20368	5060
5.20556	5116
5.22002	5172
5.22191	5227
5.2238	5281
5.22569	5335
5.24014	5388
5.24203	5441
5.24392	5493
5.24581	5545
5.26027	5596
5.26215	5647
5.26404	5697
5.26593	5747
5.26782	5796
5.28133	5845
5.28322	5894
5.28511	5942
5.287	5990
5.28888	6037
5.3024	6084
5.30428	6131
5.30617	6177
5.30806	6223
5.30995	6269
5.32252	6314
5.32441	6359
5.32629	6404
5.32818	6448
5.33007	6492
5.34264	6536
5.34453	6579
5.34642	6622
5.3483	6665
5.35019	6708
5.35208	6750
5.36371	6792
5.36559	6834
5.36748	6876
5.36937	6917
5.37126	6958
5.37315	6999
5.38477	7040
5.38666	7080
5.38855	7120
5.39044	7160
5.39232	7200
5.39421	7239
5.40489	7278
5.40678	7317
5.40867	7356
5.41056	7395
5.41244	7433
5.41433	7471
5.42501	7509
5.4269	7547
5.42879	7585
5.43068	7622
5.43257	7659
5.43445	7696
5.44514	7733
5.44702	7770
5.44891	7806
5.4508	7842
5.45269	7878
5.45458	7914
5.45646	7950
5.4662	7986
5.46809	8021
5.46998	8056
5.47187	8091
5.47375	8126
5.47564	8161
5.47753	8196
5.48727	8231
5.48916	8265
5.49298	7504
5.49393	6968
5.49487	6432
5.49581	5896
5.49676	5360
5.4977	4824
5.49865	4288
5.50053	3752
5.50744	3248
