1.01684	5360
1.03789	5896
1.04692	3656
1.04897	3120
1.0507	2616
1.0544	2153
1.05613	1801
1.06272	1560
1.0644	1040
1.06705	1560
1.06705	1744
1.08946	1908
1.10958	2058
1.12971	2197
1.14983	2327
1.15172	2450
1.17089	2567
1.17278	2678
1.19196	2785
1.19385	2888
1.21302	2987
1.21491	3083
1.23315	3176
1.23503	3266
1.25327	3353
1.25516	3438
1.25704	3521
1.27433	3602
1.29456	2680
1.2955	1608
1.2965	1072
1.31856	1340
1.33868	1554
1.35974	1738
1.38081	1903
1.40093	2053
1.42105	2192
1.44117	2323
1.44306	2446
1.46224	2563
1.46413	2675
1.48331	2782
1.48519	2885
1.50437	2984
1.50626	3080
1.52449	3173
1.52638	3263
1.54461	3351
1.5465	3436
1.54839	3519
1.56568	3600
1.56757	3679
1.56946	3757
1.58675	3833
1.58863	3907
1.59052	3980
1.60687	4052
1.60876	4122
1.61064	4191
1.62699	4259
1.62888	4326
1.63076	4392
1.64711	4457
1.649	4521
1.65089	4584
1.65277	4646
1.66818	4707
1.67006	4768
1.67195	4828
1.67384	4887
1.68924	4945
1.69113	5003
1.69302	5060
1.69491	5116
1.70936	5172
1.71125	5227
1.71314	5281
1.71503	5335
1.72948	5388
1.73137	5441
1.73326	5493
1.73515	5545
1.74961	5596
1.75149	5647
1.75338	5697
1.75527	5747
1.75716	5796
1.77067	5845
1.77256	5894
1.77445	5942
1.77634	5990
1.77822	6037
1.79174	6084
1.79363	6131
1.79551	6177
1.7974	6223
1.8022	6269
1.81186	6314
1.81884	6359
1.82716	6404
1.83548	6448
1.8438	6492
1.85212	6536
1.86044	6579
1.86876	6622
1.87708	6665
1.88581	6708
1.89372	6750
1.90204	6792
1.91952	3152
1.9271	2584
1.928	1544
1.93542	1308
1.93632	1008
1.93949	504
1.95961	1308
1.95961	1527
1.98068	1715
2.00174	1882
2.02187	2034
2.04199	2175
2.06211	2307
2.064	2431
2.08317	2549
2.08506	2661
2.10424	2768
2.10613	2871
2.12531	2971
2.12719	3067
2.14543	3160
2.14732	3250
2.16555	3338
2.16744	3424
2.16932	3507
2.18661	3588
2.1885	3668
2.19039	3746
2.20768	3822
2.20957	3897
2.21146	3970
2.22875	4042
2.23063	4113
2.23252	4182
2.24887	4250
2.25076	4317
2.25264	4383
2.26899	4448
2.27088	4512
2.27276	4575
2.27465	4637
2.29005	4698
2.29194	4759
2.29383	4819
2.29572	4878
2.31112	4936
2.31301	4994
2.3149	5051
2.31678	5107
2.33124	5163
2.33313	5218
2.33502	5273
2.33691	5327
2.35136	5380
2.35325	5433
2.35514	5485
2.35618	5537
2.36053	5588
2.37238	5639
2.37717	5689
2.38549	5739
2.39381	5789
2.40213	5838
2.41045	5887
2.41877	5935
2.42709	5983
2.43541	6031
2.44463	6078
2.45205	6125
2.46037	6171
2.47036	6217
2.47701	6263
2.48533	6308
2.49365	6353
2.50197	6398
2.5116	6442
2.51861	6486
2.52693	6530
2.53525	6573
2.54357	6616
2.55284	6659
2.56859	2616
2.57773	2112
2.58438	1576
2.58528	1040
2.58876	536
2.60888	1072
2.60888	1340
2.62995	1554
2.65101	1738
2.67208	1903
2.6922	2053
2.71232	2192
2.73244	2323
2.73433	2446
2.75351	2563
2.7554	2675
2.77457	2782
2.77646	2885
2.79564	2984
2.79753	3080
2.81576	3173
2.81765	3263
2.83588	3351
2.83777	3436
2.84155	3519
2.85695	3600
2.85884	3679
2.86356	3757
2.87801	3833
2.8875	3216
2.89918	2680
2.90395	2144
2.90584	1340
2.90773	1072
2.90862	1340
2.92884	1072
3.90862	536
3.92874	1072
3.92874	1340
3.94981	1554
3.97087	1738
3.99194	1903
4.01206	2053
4.03218	2192
4.0523	2323
4.05419	2446
4.07337	2563
4.07526	2675
4.09444	2782
4.11555	2144
4.1165	1608
4.11744	1072
4.13567	1340
4.15585	1554
4.17691	1738
4.19798	1903
4.2181	2053
4.23822	2192
4.25834	2323
4.26023	2446
4.27941	2563
4.30052	1608
4.30152	1072
4.32065	1340
4.34082	1554
4.36188	1738
4.38295	1903
4.40307	2053
4.42319	2192
4.44332	2323
4.4452	2446
4.46438	2563
4.46627	2675
4.48545	2782
4.48733	2885
4.50651	2984
4.5084	3080
4.52663	3173
4.52852	3263
4.54676	3351
4.54864	3436
4.55053	3519
4.56782	3600
4.56971	3679
4.5716	3757
4.59177	3216
4.59271	2680
4.5946	2144
4.61005	1668
4.611	1340
4.61194	1072
4.61284	1340
4.61284	1554
4.63301	1738
4.65407	1903
4.6742	2053
4.69432	2192
4.71444	2323
4.71633	2446
4.7355	2563
4.73739	2675
4.75657	2782
4.75846	2885
4.77764	2984
4.77952	3080
4.79776	3173
4.79964	3263
4.81788	3351
4.81977	3436
4.82165	3519
4.83894	3600
4.84083	3679
4.84272	3757
4.86001	3833
4.8619	3907
4.86379	3980
4.88013	4052
4.88202	4122
4.88391	4191
4.90025	4259
4.90214	4326
4.90403	4392
4.92037	4457
4.92226	4521
4.92415	4584
4.92604	4646
4.94432	3752
4.94527	3216
4.94621	2680
4.94716	2252
4.96261	1608
4.96539	1786
4.98462	1946
5.00474	2093
5.02486	2230
5.04498	2358
5.04687	2479
5.06605	2594
5.06794	2704
5.08711	2810
5.089	2912
5.10724	3010
5.10912	3105
5.12736	3197
5.12924	3286
5.14748	3373
5.14937	3458
5.15125	3541
5.16854	3622
5.17043	3701
5.17232	3778
5.18961	3854
5.1915	3928
5.19339	4001
5.20973	4072
5.21162	4142
5.21351	4211
5.22985	4279
5.23174	4346
5.23363	4412
5.24997	4477
5.25186	4541
5.25375	4604
5.25564	4666
5.27104	4727
5.27293	4787
5.27482	4847
5.2767	4906
5.29211	4964
5.29399	5021
5.29588	5078
5.29777	5134
5.31223	5189
5.31412	5244
5.316	5298
5.31789	5352
5.33235	5405
5.33424	5458
5.33612	5510
5.33801	5562
5.35247	5613
5.35436	5664
5.35625	5714
5.35813	5764
5.36002	5813
5.37354	5862
5.37542	5911
5.37731	5959
5.3792	6007
5.38109	6054
5.3946	6101
5.39843	5360
5.39937	4824
5.40032	4309
5.40126	3959
5.4022	3608
5.40315	3258
5.41477	2907
5.41572	2412
5.41671	2144
5.41855	2412
5.41855	2531
5.458	1608
5.45895	1072
5.47812	1340
5.49825	1554
5.51931	1738
5.54038	1903
5.5605	2053
5.58062	2192
5.60074	2323
5.60263	2446
5.62181	2563
5.6237	2675
5.64287	2782
5.64476	2885
5.66394	2984
5.66583	3080
5.68406	3173
5.68595	3263
5.70418	3351
5.70607	3436
5.70796	3519
